MODERNIST	an artist who makes a deliberate break with previous styles
MODERNISTIC	relating to a recently developed fashion or style
MODERNITY	the quality of being current or of the present
MODERNIZATION	making modern in appearance or behavior
MODERNIZE	make repairs, renovations, revisions or adjustments to
MODERNIZED	brought up to date
MODERNNESS	the quality of being current or of the present
MODEST	marked by simplicity; having a humble opinion of yourself
MODESTY	freedom from vanity or conceit
MODICUM	a small or moderate or token amount
MODIFIABLE	capable of being modified in form or character or strength (especially by making less extreme)
MODIFICATION	the act of making something different (as e.g. the size of a garment)
MODIFIED	changed in form or character
MODIFIER	a content word that qualifies the meaning of a noun or verb
MODIFY	make less severe or harsh or extreme
MODIGLIANI	Italian painter and sculptor (1884-1920)
MODISH	in the current fashion or style
MODISHLY	in a smart manner
MODISHNESS	elegance by virtue of being fashionable
MODS	a youth subculture that began in London in the early 1960s; a working-class movement with highly stylized dress and short hair; listened to rhythm and blues music and travelled on motor scooters
MODULAR	constructed with standardized units or dimensions allowing flexibility and variety in use
MODULATE	change the key of, in music
MODULATED	changed or adjusted in pitch, tone, or volume
MODULATION	a musical passage moving from one key to another
MODULE	one of the inherent cognitive or perceptual powers of the mind
MODULUS	an integer that can be divided without remainder into the difference between two other integers
MOE	archaic: a wry face or mouth; a mow
MOGADISHU	the capital and largest city of Somalia; a port on the Indian Ocean
MOGUL	a member of the Muslim dynasty that ruled India until 1857
MOHAIR	fabric made with yarn made from the silky hair of the Angora goat
MOHAMMAD	the Arab prophet who, according to Islam, was the last messenger of Allah (570-632)
MOHAMMEDAN	a follower of Mohammed
MOHAMMEDANISM	the monotheistic religious system of Muslims founded in Arabia in the 7th century and based on the teachings of Muhammad as laid down in the Koran
MOHAVE	a member of the North American Indian people formerly living in the Colorado river valley in Arizona and Nevada and California
MOHAWK	haircut in which the head is shaved except for a band of hair down the middle of the scalp
MOHO	the boundary between the Earth's crust and the underlying mantle
MOIETY	one of two (approximately) equal parts
MOIL	moisten or soil
MOIRE	silk fabric with a wavy surface pattern
MOIST	slightly wet
MOISTEN	make moist
MOISTENING	the act of making something slightly wet
MOISTLY	in a damp manner
MOISTNESS	a slight wetness
MOISTURE	wetness caused by water
MOISTURISE	make (more) humid
MOISTURIZE	make (more) humid
MOJAVE	a member of the North American Indian people formerly living in the Colorado river valley in Arizona and Nevada and California
MOLAR	grinding tooth with a broad crown; located behind the premolars
MOLASSES	thick dark syrup produced by boiling down juice from sugar cane; especially during sugar refining
MOLD	the distinctive form in which a thing is made
MOLDAVIA	a landlocked republic in eastern Europe; formerly a European soviet but achieved independence in 1991
MOLDBOARD	wedge formed by the curved part of a steel plow blade that turns the furrow
MOLDED	shaped to fit by or as if by altering the contours of a pliable mass (as by work or effort)
MOLDER	break down
MOLDINESS	the quality of smelling or tasting old or stale or mouldy
MOLDING	a decorative strip used for ornamentation or finishing
MOLDOVA	a landlocked republic in eastern Europe; formerly a European soviet but achieved independence in 1991
MOLDOVAN	of or relating to or characteristic of Moldova or its people or culture
MOLDY	covered with or smelling of mold
MOLE	spicy sauce often containing chocolate
MOLECULAR	relating to or produced by or consisting of molecules
MOLECULE	(physics and chemistry) the simplest structural unit of an element or compound
MOLEHILL	a mound of earth made by moles while burrowing
MOLESKIN	a durable cotton fabric with a velvety nap
MOLEST	harass or assault sexually; make indecent advances to
MOLESTATION	the act of subjecting someone to unwanted or improper sexual advances or activity (especially women or children)
MOLESTER	someone who subjects others to unwanted or improper sexual activities
MOLIERE	French author of sophisticated comedies (1622-1673)
MOLL	the girlfriend of a gangster
MOLLIE	popular aquarium fish
MOLLIFICATION	a state of being appeased or ameliorated or tempered
MOLLIFY	cause to be more favorably inclined; gain the good will of
MOLLUSC	invertebrate having a soft unsegmented body usually enclosed in a shell
MOLLUSK	invertebrate having a soft unsegmented body usually enclosed in a shell
MOLLY	popular aquarium fish
MOLLYCODDLE	a pampered darling; an effeminate man
MOLNAR	Hungarian playwright (1878-1952)
MOLOCH	a tyrannical power to be propitiated by human subservience or sacrifice
MOLOKAI	an island of central Hawaii (between Maui and Oahu)
MOLOTOV	Soviet statesman (1890-1986)
MOLT	periodic shedding of the cuticle in arthropods or the outer skin in reptiles
MOLTEN	reduced to liquid form by heating
MOLTER	an animal (especially birds and arthropods and reptiles) that periodically shed their outer layer (feathers or cuticle or skin or hair)
MOLTING	periodic shedding of the cuticle in arthropods or the outer skin in reptiles
MOLUCCAS	a group of island in eastern Indonesia between Celebes and New Guinea; settled by the Portuguese but taken by the Dutch who made them the center for a spice monopoly, at which time they were known as Spice Islands
MOLYBDENUM	a polyvalent metallic element that resembles chromium and tungsten in its properties; used to strengthen and harden steel
MOM	informal terms for a mother
MOMBASA	a port city in southern Kenya on a coral island in a bay of the Indian Ocean
MOMENT	a particular point in time
MOMENTARILY	for an instant or moment
MOMENTARY	lasting for a markedly brief time
MOMENTOUS	of very great significance
MOMENTOUSLY	in a momentous way
MOMENTOUSNESS	utmost importance
MOMENTUM	an impelling force or strength
MOMMY	informal terms for a mother
MON	the second day of the week; the first working day
MONA	an island to the northwest of Wales
MONACAN	a native or inhabitant of Monaco
MONACO	a constitutional monarchy in a tiny enclave on the French Riviera
MONAD	(chemistry) an atom having a valence of one
MONARCH	a nation's ruler or head of state usually by hereditary right
MONARCHICAL	having the characteristics of or befitting or worthy of a monarch
MONARCHISM	a belief in and advocacy of monarchy as a political system
MONARCHIST	an advocate of the principles of monarchy
MONARCHY	an autocracy governed by a monarch who usually inherits the authority
MONASTERY	the residence of a religious community
MONASTIC	a male religious living in a cloister and devoting himself to contemplation and prayer and work
MONASTICAL	of communal life sequestered from the world under religious vows
MONASTICISM	asceticism as a form of religious life; usually conducted in a community under a common rule and characterized by celibacy and poverty and obedience
MONAURAL	relating to or having or hearing with only one ear
MONDAY	the second day of the week; the first working day
MONDRIAN	Dutch painter whose work (intersecting lines at right angles and planes in primary colors) influenced the development of abstract art (1872-1944)
MONEGASQUE	a native or inhabitant of Monaco
MONERA	prokaryotic bacteria and blue-green algae and various primitive pathogens; because of lack of consensus on how to divide the organisms into phyla informal names are used for the major divisions
MONET	French impressionist painter (1840-1926)
MONETARISM	an economic theory holding that variations in unemployment and the rate of inflation are usually caused by changes in the supply of money
MONETARIST	an advocate of the theory that economic fluctuations are caused by increases or decreases in the supply of money
MONETARY	relating to or involving money
MONETISE	give legal value to or establish as the legal tender of a country
MONETIZE	give legal value to or establish as the legal tender of a country
MONEY	the most common medium of exchange; functions as legal tender
MONEYBAG	a drawstring bag for holding money
MONEYBOX	a strongbox for holding cash
MONEYLENDER	someone who lends money at excessive rates of interest
MONEYMAKER	someone who is successful in accumulating wealth
MONEYMAKING	the act of making money (and accumulating wealth)
MONGER	someone who purchases and maintains an inventory of goods to be sold
MONGOL	a member of the nomadic peoples of Mongolia
MONGOLIA	a landlocked socialist republic in central Asia
MONGOLIAN	a member of the nomadic peoples of Mongolia
MONGOLIC	a family of Altaic language spoken in Mongolia
MONGOLISM	a congenital disorder caused by having an extra 21st chromosome; results in a flat face and short stature and mental retardation
MONGOOSE	agile grizzled Old World viverrine; preys on snakes and rodents
MONGREL	an inferior dog or one of mixed breed
MONIKER	a familiar name for a person (often a shortened version of a person's given name)
MONISM	the doctrine that reality consists of a single basic substance or element
MONITION	cautionary advice about something imminent (especially imminent danger or other unpleasantness)
MONITOR	someone who supervises (an examination)
MONITORING	the act of observing something (and sometimes keeping a record of it)
MONITORY	serving to warn
MONK	a male religious living in a cloister and devoting himself to contemplation and prayer and work
MONKEY	any of various long-tailed primates (excluding the prosimians)
MONKISH	befitting a monk; inclined to self-denial
MONKSHOOD	a poisonous herb native to northern Europe having hooded blue-purple flowers; the dried leaves and roots yield aconite
MONO	designating sound transmission or recording or reproduction over a single channel
MONOCHROMATIC	of or relating to monochromatism
MONOCHROME	painting done in a range of tones of a single color
MONOCLE	lens for correcting defective vision in one eye; held in place by facial muscles
MONOCLED	wearing, or having the face adorned with, eyeglasses or an eyeglass
MONOCLONAL	any of a class of antibodies produced in the laboratory by a single clone of cells or a cell line and consisting of identical antibody molecules
MONOCOTYLEDON	a monocotyledonous flowering plant; the stem grows by deposits on its inside
MONOCOTYLEDONOUS	(of a flowering plant) having a single cotyledon in the seed as in grasses and lilies
MONODIC	having a single vocal part
MONODY	music consisting of a single vocal part (usually with accompaniment)
MONOGAMIST	someone who practices monogamy (one spouse at a time)
MONOGAMOUS	(used of relationships and of individuals) having one mate
MONOGAMY	the practice or state of having only one spouse at a time
MONOGRAM	a graphic symbol consisting of 2 or more letters combined (usually your initials); printed on stationery or embroidered on clothing
MONOGRAPH	a detailed and documented treatise on a particular subject
MONOLINGUAL	a person who knows only one language
MONOLITH	a single great stone (often in the form of a column or obelisk)
MONOLITHIC	imposing in size or bulk or solidity
MONOLOGIST	an entertainer who performs alone
MONOLOGUE	speech you make to yourself
MONOMANIA	a mania restricted to one thing or idea
MONOMANIAC	a person suffering from monomania
MONOMANIACAL	obsessed with a single subject or idea
MONOMER	a simple compound whose molecules can join together to form polymers
MONONGAHELA	a river that rises in northern West Virginia and flows north into Pennsylvania where it joins the Allegheny River at Pittsburgh to form the Ohio River
MONONUCLEOSIS	an acute disease characterized by fever and swollen lymph nodes and an abnormal increase of mononuclear leucocytes or monocytes in the bloodstream; not highly contagious; some believe it can be transmitted by kissing
MONOPHONIC	designating sound transmission or recording or reproduction over a single channel
MONOPLANE	an airplane with a single wing
MONOPOLISATION	domination (of a market or commodity) to the exclusion of others
MONOPOLISE	have and control fully and exclusively
MONOPOLISER	someone who monopolizes the means of producing or selling something
MONOPOLIST	someone who monopolizes the means of producing or selling something
MONOPOLISTIC	having exclusive control over a commercial activity by possession or legal grant
MONOPOLIZATION	domination (of a market or commodity) to the exclusion of others
MONOPOLIZE	have and control fully and exclusively
MONOPOLY	(economics) a market in which there are many buyers but only one seller
MONORAIL	a railway having a single track
MONOSYLLABIC	having or characterized by or consisting of one syllable
MONOSYLLABLE	a word or utterance of one syllable
MONOTHEISM	belief in a single God
MONOTHEIST	a believer in one god
MONOTHEISTIC	believing that there is only one god
MONOTONE	an unchanging intonation
MONOTONIC	of a sequence or function; consistently increasing and never decreasing or consistently decreasing and never increasing in value
MONOTONOUS	tediously repetitious or lacking in variety
MONOTONOUSLY	in a monotonous manner
MONOTONY	the quality of wearisome constancy, routine, and lack of variety
MONOUNSATURATED	(of long-chain carbon compounds especially fats) saturated except for one multiple bond
MONOXIDE	an oxide containing just one atom of oxygen in the molecule
MONROE	a town in north central Louisiana
MONROVIA	the capital and chief port and largest city of Liberia
MONS	a mound of fatty tissue covering the pubic area in women
MONSIEUR	used as a French courtesy title; equivalent to English ‘Mr’
MONSIGNOR	(Roman Catholic Church) an ecclesiastical title of honor bestowed on some priests
MONSOON	a seasonal wind in southern Asia; blows from the southwest (bringing rain) in summer and from the northeast in winter
MONSTER	an imaginary creature usually having various human and animal parts
MONSTRANCE	proof by a process of argument or a series of proposition proving an asserted conclusion
MONSTROSITY	a person or animal that is markedly unusual or deformed
MONSTROUS	shockingly brutal or cruel
MONSTROUSLY	in a hideous manner
MONT	a state in northwestern United States on the Canadian border
MONTAGE	a paste-up made by sticking together pieces of paper or photographs to form an artistic image
MONTAIGNE	French writer regarded as the originator of the modern essay (1533-1592)
MONTANA	a state in northwestern United States on the Canadian border
MONTANAN	a native or resident of Montana
MONTE	a gambling card game of Spanish origin; 3 cards are dealt face up and players bet that one of them will be matched before the others as the cards are dealt from the pack one at a time
MONTENEGRO	a country in Southeastern Europe bordering Bosnia, Albania and Serbia, formerly part of Yugoslavia
MONTERREY	an industrial city in northeastern Mexico
MONTESQUIEU	French political philosopher who advocated the separation of executive and legislative and judicial powers (1689-1755)
MONTESSORI	Italian educator who developed a method of teaching mentally handicapped children and advocated a child-centered approach (1870-1952)
MONTEVERDI	Italian composer (1567-1643)
MONTEVIDEO	the capital and largest city of Uruguay; a cosmopolitan city and one of the busiest ports in South America
MONTEZUMA	evergreen tree with large leathery leaves and large pink to orange flowers; considered a link plant between families Bombacaceae and Sterculiaceae
MONTGOMERY	the state capital of Alabama on the Mobile River
MONTH	one of the twelve divisions of the calendar year
MONTPELIER	capital of the state of Vermont; located in north central Vermont
MONTRACHET	a white Burgundy wine
MONTREAL	a city in southern Quebec province on the Saint Lawrence River; the largest city in Quebec and 2nd largest in Canada; the 2nd largest French-speaking city in the world
MONTSERRAT	a volcanic island in the Caribbean; in the West Indies
MONUMENT	a structure erected to commemorate persons or events
MONUMENTAL	of outstanding significance
MOO	the sound made by a cow or bull
MOOCH	ask for and get free; be a parasite
MOOD	a characteristic (habitual or relatively temporary) state of feeling
MOODILY	in a moody manner
MOODINESS	a sullen gloomy feeling
MOODY	showing a brooding ill humor
MOON	have dreamlike musings or fantasies while awake
MOONBEAM	a ray of moonlight
MOONLESS	without a moon or a visible moon
MOONLIGHT	the light of the Moon
MOONLIGHTER	a person who holds a second job (usually after hours)
MOONLIT	lighted by moonlight
MOONSHINE	the light of the Moon
MOONSHINER	someone who makes or sells illegal liquor
MOONSHOT	an ambitious project with a high chance of failure
MOONSTONE	a transparent or translucent gemstone with a pearly luster; some specimens are orthoclase feldspar and others are plagioclase feldspar
MOONSTRUCK	insane and believed to be affected by the phases of the moon
MOONWALK	a kind of dance step in which the dancer seems to be sliding on the spot
MOOR	open land usually with peaty soil covered with heather and bracken and moss
MOORE	British sculptor whose works are monumental organic forms (1898-1986)
MOORHEN	black gallinule that inhabits ponds and lakes
MOORING	a place where a craft can be made fast
MOORISH	a style of architecture common in Spain from the 13th to 16th centuries; characterized by horseshoe-shaped arches
MOORLAND	open land usually with peaty soil covered with heather and bracken and moss
MOOT	a hypothetical case that law students argue as an exercise
MOP	cleaning implement consisting of absorbent material fastened to a handle; for cleaning floors
MOPE	someone who wastes time
MOPED	a motorbike that can be pedaled or driven by a low-powered gasoline engine
MOPES	an informal expression for a mildly depressed state
MOPPET	a little girl (usually one you are fond of)
MOPPING	cleaning with a mop
MORAINE	accumulated earth and stones deposited by a glacier
MORAL	the significance of a story or event
MORALE	a state of individual psychological well-being based upon a sense of confidence and usefulness and purpose
MORALISATION	indulgence in moral pronouncements; the exposition (often superficially) of a particular moral code
MORALISE	interpret the moral meaning of
MORALISM	judgments about another person's morality
MORALIST	a philosopher who specializes in morals and moral problems
MORALISTIC	narrowly and conventionally moral
MORALITY	concern with the distinction between good and evil or right and wrong; right or good conduct
MORALIZATION	indulgence in moral pronouncements; the exposition (often superficially) of a particular moral code
MORALIZE	interpret the moral meaning of
MORALIZING	indulgence in moral pronouncements; the exposition (often superficially) of a particular moral code
MORALS	motivation based on ideas of right and wrong
MORASS	a soft wet area of low-lying land that sinks underfoot
MORATORIUM	a legally authorized postponement before some obligation must be discharged
MORAVIA	a region in the central and eastern part of the Czech Republic; it lies to the east of Bohemia and to the west of the Carpathians
MORAVIAN	of or relating to the people or culture of Moravia
MORAY	family of brightly colored voracious eels of warm coastal waters; generally nonaggressive to humans but larger species are dangerous if provoked
MORBID	suggesting an unhealthy mental state
MORBIDITY	the relative incidence of a particular disease
MORBIDNESS	an abnormally gloomy or unhealthy state of mind
MORDANT	a substance used to treat leather or other materials before dyeing; aids in dyeing process
MORE	(comparative of ‘many’ used with count nouns) quantifier meaning greater in number
MOREL	any of various edible mushrooms of the genus Morchella having a brownish spongelike cap
MOREOVER	denoting additional information
MORES	(sociology) the conventions that embody the fundamental values of a group
MORGAN	an American breed of small compact saddle horses
MORGUE	a building (or room) where dead bodies are kept before burial or cremation
MORIBUND	not growing or changing; without force or vitality
MORMON	a member of the Church of Jesus Christ of Latter-Day Saints
MORMONISM	the doctrines and practices of the Mormon Church based on the Book of Mormon
MORMONS	church founded by Joseph Smith in 1830 with headquarters in Salt Lake City, Utah
MORN	the time period between dawn and noon
MORNING	the time period between dawn and noon
MORO	a member of the predominantly Muslim people in the southern Philippines
MOROCCAN	a native or inhabitant of Morocco
MOROCCO	a soft pebble-grained leather made from goatskin; used for shoes and book bindings etc.
MORON	a city in Argentina, to the west of Buenos Aires
MORONIC	having a mental age of between eight and twelve years
MOROSE	showing a brooding ill humor
MOROSENESS	a gloomy ill-tempered feeling
MORPH	cause to change shape in a computer animation
MORPHEME	minimal meaningful language unit; it cannot be divided into smaller meaningful units
MORPHEUS	the Roman god of sleep and dreams
MORPHIA	an alkaloid narcotic drug extracted from opium; a powerful, habit-forming narcotic used to relieve pain
MORPHINE	an alkaloid narcotic drug extracted from opium; a powerful, habit-forming narcotic used to relieve pain
MORPHOLOGICAL	relating to or concerned with the formation of admissible words in a language
MORPHOLOGY	the branch of biology that deals with the structure of animals and plants
MORRIS	English poet and craftsman (1834-1896)
MORRISON	United States rock singer (1943-1971)
MORROW	the next day
MORSE	a telegraph code in which letters and numbers are represented by strings of dots and dashes (short and long signals)
MORSEL	a small quantity of anything
MORTAL	an individual with personhood; a being characterized by consciousness, agency, and moral or legal standing
MORTALITY	the quality or state of being mortal
MORTALLY	in such a manner that death ensues (also in reference to hatred, jealousy, fear, etc.)
MORTAR	a muzzle-loading high-angle gun with a short barrel that fires shells at high elevations for a short range
MORTARBOARD	a square board with a handle underneath; used by masons to hold or carry mortar
MORTGAGE	a conditional conveyance of property as security for the repayment of a loan
MORTGAGED	burdened with legal or financial obligations
MORTGAGEE	the person who accepts a mortgage
MORTGAGOR	the person who gives a mortgage in return for money to be repaid
MORTICIAN	one whose business is the management of funerals
MORTIFICATION	strong feelings of embarrassment
MORTIFIED	suffering from tissue death
MORTIFY	practice self-denial of one's body and appetites
MORTIFYING	causing to feel shame or chagrin or vexation
MORTIMER	English nobleman who deposed Edward II and was executed by Edward III (1287-1330)
MORTISE	a square hole made to receive a tenon and so to form a joint
MORTON	United States jazz musician who moved from ragtime to New Orleans jazz (1885-1941)
MORTUARY	a building (or room) where dead bodies are kept before burial or cremation
MOSAIC	art consisting of a design made of small pieces of colored stone or glass
MOSCOW	a city of central European Russia; formerly capital of both the Soviet Union and Soviet Russia; since 1991 the capital of the Russian Federation
MOSES	United States painter of colorful and primitive rural scenes (1860-1961)
MOSEY	walk leisurely
MOSH	dance the slam dance
MOSQUE	(Islam) a Muslim place of worship that usually has a minaret
MOSQUITO	two-winged insect whose female has a long proboscis to pierce the skin and suck the blood of humans and animals
MOSS	tiny leafy-stemmed flowerless plants
MOSSBACK	an extremely old-fashioned conservative
MOSSY	overgrown with moss
MOST	(superlative of ‘many’ used with count nouns and often preceded by ‘the’) quantifier meaning the greatest in number
MOSTLY	in large part; mainly or chiefly
MOSUL	a city in northern Iraq on the Tigris across from the ruins of Nineveh
MOT	a compulsory annual test of older motor vehicles for safety and exhaust fumes
MOTE	(nontechnical usage) a tiny piece of anything
MOTEL	a motor hotel
MOTET	an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century
MOTH	typically crepuscular or nocturnal insect having a stout body and feathery or hairlike antennae
MOTHBALL	a small sphere of camphor or naphthalene used to keep moths away from stored clothing
MOTHER	a stringy slimy substance consisting of yeast cells and bacteria; forms during fermentation and is added to cider or wine to produce vinegar
MOTHERBOARD	the main circuit board for a computer
MOTHERHOOD	the kinship relation between an offspring and the mother
MOTHERLAND	the country where you were born
MOTHERLESS	having no living or known mother
MOTHERLINESS	the quality of having or showing the tenderness and warmth and affection of or befitting a mother
MOTHERLY	befitting a mother; warm and nurturing
MOTIF	a design or figure that consists of recurring shapes or colors, as in architecture or decoration
MOTILE	one whose prevailing mental imagery takes the form of inner feelings of action
MOTILITY	ability to move spontaneously and independently
MOTION	the use of movements (especially of the hands) to communicate familiar or prearranged signals
MOTIONLESS	not in physical motion
MOTIONLESSLY	without moving; in a motionless manner
MOTIONLESSNESS	a state of no motion or movement
MOTIVATE	give an incentive for action
MOTIVATED	provided with a motive or given incentive for action
MOTIVATING	impelling to action
MOTIVATION	the psychological feature that arouses an organism to action toward a desired goal; the reason for the action; that which gives purpose and direction to behavior
MOTIVATOR	a positive motivational influence
MOTIVE	causing or able to cause motion
MOTIVELESS	occurring without motivation or provocation
MOTLEY	a collection containing a variety of sorts of things
MOTOR	machine that converts other forms of energy into mechanical energy and so imparts motion
MOTORBIKE	small motorcycle with a low frame and small wheels and elevated handlebars
MOTORBOAT	a boat propelled by an internal-combustion engine
MOTORCADE	a procession of people traveling in motor cars
MOTORCAR	a motor vehicle with four wheels; usually propelled by an internal combustion engine
MOTORCYCLE	a motor vehicle with two wheels and a strong frame
MOTORCYCLING	riding a motorcycle
MOTORCYCLIST	a traveler who rides a motorcycle
MOTORING	the act of driving an automobile
MOTORISATION	the act of motorizing (equipping with motors or with motor vehicles)
MOTORISE	equip with armed and armored motor vehicles
MOTORISED	equipped with a motor or motors
MOTORIST	someone who drives (or travels in) an automobile
MOTORIZATION	the act of motorizing (equipping with motors or with motor vehicles)
MOTORIZE	equip with a motor vehicle
MOTORIZED	equipped with a motor or motors
MOTORMAN	the operator of streetcar
MOTORMOUTH	someone who talks incessantly
MOTORWAY	a broad highway designed for high-speed traffic
MOTOWN	the largest city in Michigan and a major Great Lakes port; center of the United States automobile industry; located in southeastern Michigan on the Detroit river across from Windsor
MOTT	United States feminist and suffragist (1793-1880)
MOTTLE	an irregular arrangement of patches of color
MOTTLED	having spots or patches of color
MOTTLING	the act of coloring with areas of different shades
MOTTO	a favorite saying of a group, organization or individual
MOUE	a disdainful grimace
MOULD	loose soil rich in organic matter
MOULDER	break down
MOULDING	a decorative strip used for ornamentation or finishing
MOULDY	covered with or smelling of mold
MOULT	periodic shedding of the cuticle in arthropods or the outer skin in reptiles
MOULTING	periodic shedding of the cuticle in arthropods or the outer skin in reptiles
MOUND	(baseball) the slight elevation on which the pitcher stands
MOUNT	a lightweight horse kept for riding only
MOUNTAIN	a land mass that projects well above its surroundings; higher than a hill
MOUNTAINEER	someone who climbs mountains
MOUNTAINEERING	the activity of climbing a mountain
MOUNTAINOUS	having hills and crags
MOUNTAINSIDE	the side or slope of a mountain
MOUNTEBANK	a flamboyant deceiver; one who attracts customers with tricks or jokes
MOUNTED	assembled for use; especially by being attached to a support
MOUNTER	someone who ascends on foot
MOUNTIE	colloquial term for a member of the Royal Canadian Mounted Police
MOUNTIES	the federal police force of Canada
MOUNTING	an event that involves rising to a higher point (as in altitude or temperature or intensity etc.)
MOURN	feel sadness
MOURNER	a person who is feeling grief (as grieving over someone who has died)
MOURNFUL	filled with or evoking sadness
MOURNFULNESS	a state of gloomy sorrow
MOURNING	state of sorrow over the death or departure of a loved one
MOUSE	any of numerous small rodents typically resembling diminutive rats having pointed snouts and small ears on elongated bodies with slender usually hairless tails
MOUSETRAP	a trap for catching mice
MOUSSAKA	casserole of eggplant and ground lamb with onion and tomatoes bound with white sauce and beaten eggs
MOUSSE	a rich, frothy, creamy dessert made with whipped egg whites and heavy cream
MOUSSORGSKY	Russian composer of operas and orchestral works (1839-1881)
MOUSTACHE	an unshaved growth of hair on the upper lip
MOUSY	quiet and timid and ineffectual
MOUTH	the opening through which food is taken in and vocalizations emerge
MOUTHFUL	the quantity that can be held in the mouth
MOUTHPIECE	a part that goes over or into the mouth of a person
MOUTHWASH	a medicated solution used for gargling and rinsing the mouth
MOUTHWATERING	having a pleasant taste
MOUTON	meat from a mature domestic sheep
MOVABLE	(of personal property as opposed to real estate) can be moved from place to place (especially carried by hand)
MOVE	the act of deciding to do something
MOVED	being excited or provoked to the expression of an emotion
MOVEMENT	a change of position that does not entail a change of location
MOVER	workman employed by a moving company
MOVIE	a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement
MOVIEGOER	someone who goes to see movies
MOVING	arousing or capable of arousing deep emotion
MOW	a loft in a barn where hay is stored
MOWER	garden tool for mowing grass on lawns
MOXIE	fortitude and determination
MOZAMBICAN	a native or inhabitant of Mozambique
MOZART	prolific Austrian composer and child prodigy; master of the classical style in all its forms of his time (1756-1791)
MOZZARELLA	mild white Italian cheese
MP	abbreviation of "military police officer": a member of the military police who polices soldiers and guards prisoners
MPEG	abbreviation: a set of standards adopted by the moving pictures experts group for the compression of digital video and audio data or a file of data compressed according to those standards
MPH	abbreviation of "miles per hour": the ratio of the distance traveled (in miles) to the time spent traveling (in hours)
MR	abbreviation of "Mister": a form of address for a man
MRI	abbreviation of "magnetic resonance imaging": the use of nuclear magnetic resonance of protons to produce proton density images
MRS	a form of address for a married woman
MS	a form of address for a woman
MSG	abbreviation of "monosodium glutamate": white crystalline compound used as a food additive to enhance flavor; often used in Chinese cooking
MST	abbreviation of "Mountain Standard Time": standard time in the 7th time zone west of Greenwich, reckoned at the 105th meridian west; used in the mountain states of the United States
MT	abbreviation of "metric ton": a unit of weight equivalent to 1000 kilograms
MU	the 12th letter of the Greek alphabet
MUBARAK	Egyptian statesman who became president in 1981 after Sadat was assassinated (born in 1929)
MUCH	a great amount or extent
MUCILAGE	a gelatinous substance secreted by plants
MUCILAGINOUS	having the sticky properties of an adhesive
MUCK	any thick, viscous matter
MUCKRAKE	explore and expose misconduct and scandals concerning public figures
MUCKRAKER	one who spreads real or alleged scandal about another (usually for political advantage)
MUCKRAKING	the exposure of scandal (especially about public figures)
MUCKY	(of soil) soft and watery
MUCOUS	of or secreting or covered with or resembling mucus
MUCUS	protective secretion of the mucous membranes; in the gut it lubricates the passage of food and protects the epithelial cells; in the nose and throat and lungs it can make it difficult for bacteria to penetrate the body through the epithelium
MUD	water soaked soil; soft wet earth
MUDDIED	(of color) discolored by impurities; not bright and clear; ‘dirty’ is often used in combination
MUDDINESS	the wetness of ground that is covered or soaked with water
MUDDLE	a confused multitude of things
MUDDLED	confused and vague; used especially of thinking
MUDDLEHEADED	stupid and confused
MUDDY	(of soil) soft and watery
MUDFLAT	a tract of low muddy land near an estuary; covered at high tide and exposed at low tide
MUDGUARD	a curved piece above the wheel of a bicycle or motorcycle to protect the rider from water or mud thrown up by the wheels
MUDSLIDE	a landslide of mud
MUDSLINGER	one who spreads real or alleged scandal about another (usually for political advantage)
MUENSTER	semisoft pale-yellow cheese
MUESLI	mixture of untoasted dry cereals and fruits
MUEZZIN	the Muslim official of a mosque who summons the faithful to prayer from a minaret five times a day
MUFF	a warm tubular covering for the hands
MUFFIN	a sweet quick bread baked in a cup-shaped pan
MUFFLE	a kiln with an inner chamber for firing things at a low temperature
MUFFLED	being or made softer or less loud or clear
MUFFLER	a tubular acoustic device inserted in the exhaust system that is designed to reduce noise
MUFTI	a jurist who interprets Muslim religious law
MUG	rob at gunpoint or with the threat of violence
MUGFUL	the quantity that can be held in a mug
MUGGER	a robber who takes property by threatening or performing violence on the person who is robbed (usually on the street)
MUGGINESS	a state of warm humidity
MUGGING	assault with intent to rob
MUGGINS	a person who lacks good judgment
MUGGY	hot or warm and humid
MUGSHOT	a photograph of someone's face (especially one made for police records)
MUGWUMP	a neutral or uncommitted person (especially in politics)
MUHAMMAD	leader of Black Muslims who campaigned for independence for Black Americans (1897-1975)
MUHAMMADAN	a follower of Mohammed
MUHAMMADANISM	the monotheistic religious system of Muslims founded in Arabia in the 7th century and based on the teachings of Muhammad as laid down in the Koran
MUIR	United States naturalist (born in England) who advocated the creation of national parks (1838-1914)
MULBERRY	any of several trees of the genus Morus having edible fruit that resembles the blackberry
MULCH	a protective covering of rotting vegetable matter spread to reduce evaporation and soil erosion
MULCT	money extracted as a penalty
MULE	hybrid offspring of a male donkey and a female horse; usually sterile
MULESKINNER	a worker who drives mules
MULETEER	a worker who drives mules
MULISH	unreasonably rigid in the face of argument or entreaty or attack
MULISHLY	in a stubborn unregenerate manner
MULISHNESS	the trait of being difficult to handle or overcome
MULL	a term used in Scottish names of promontories
MULLAH	a Muslim trained in the doctrine and law of Islam; the head of a mosque
MULLEIN	any of various plants of the genus Verbascum having large usually woolly leaves and terminal spikes of yellow or white or purplish flowers
MULLER	a reflective thinker characterized by quiet contemplation
